"_id","_index","_score",auteur,contenu,langue,score,sentiment,titre
"IHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"profession gender racial bias continue hinder career advancement",en,0,neutre,"Post 23f39093"
"IXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand workload unrealistic expectation management result chronic stress among employee",en,"-0.5",negatif,"Post 039292f7"
"InVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"job insecurity lead lack job satisfaction constant fear layoff",en,0,neutre,"Post cb8803fd"
"I3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"constant need upskill stay competitive job market add pressure professional",en,"0.05",neutre,"Post 681df0f2"
"JHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"corporate culture prioritize profit wellbee employee lead toxic atmosphere",en,0,neutre,"Post 0ad374e3"
"JXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack worklife balance industry strain personal relationship lead burnout",en,0,neutre,"Post 0f03db40"
"JnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"prevalence unpaid internship exploit young professional seek experience",en,"0.133",positif,"Post a1ba4a85"
"J3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"positive outlook life source inspiration we",en,"0.227",positif,"Post 744bc25e"
"KHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"kindness compassion make true friend everyone meet",en,"0.35",positif,"Post e9686f97"
"KXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"laughter like melody brighten room",af,0,neutre,"Post af41980f"
"KnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"determination overcome challenge nothing short admirable",en,0,neutre,"Post 5cd737c1"
"K3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"friendship bring much warmth light life",en,"0.3",positif,"Post f62c3ef7"
"LHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"word always resonate wisdom authenticity",en,0,neutre,"Post 54883502"
"LXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"generosity know bound gift know someone give",en,0,neutre,"Post 2986793b"
"LnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"post daily reminder appreciate beauty world",en,0,neutre,"Post 26a016b2"
"L3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"enthusiasm infectious impossible uplifted",en,"-0.667",negatif,"Post a51785b9"
"MHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"creativity know limit joy witness talent",en,"0.8",positif,"Post 7c1b2c3f"
"MXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"positive energy like gentle breeze bring comfort peace",en,"0.214",positif,"Post 936d7d94"
"MnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"support lifeline tough moment thank",en,"-0.389",negatif,"Post 254f20cc"
"M3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"authenticity rare precious quality deeply admire",en,"0.267",positif,"Post 365d5f67"
"NHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"love friendship make life immeasurably well",en,"0.5",positif,"Post a805d877"
"NXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"presence life constant source happiness inspiration",en,"0.35",positif,"Post df64221b"
"NnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"strength resilience quality truly respect",en,0,neutre,"Post bc723095"
"N3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"word way touch heart read",en,0,neutre,"Post 3415947c"
"OHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"ability find joy little thing gift inspire",en,"0.306",positif,"Post 38de7ee0"
"OXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"positivity light brighten even dark day",en,"0.125",positif,"Post d4e9ccd1"
"OnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"friendship treasure hold close heart I m grateful every day",en,0,neutre,"Post c653c798"
"O3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"ohhh humanity islamic terrorist bomb mumbai",en,0,neutre,"Post 2f798642"
"PHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"you re tiktok maverick",sk,0,neutre,"Post 92262334"
"PXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"muslim tut tut",fi,0,neutre,"Post b432d957"
"PnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"hindu kill israil",et,0,neutre,"Post e30575ef"
"P3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"want ass bed",en,0,neutre,"Post 1dd16dcf"
"QHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"never study barbarity muslim",no,0,neutre,"Post 5010f80d"
"QXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"israeliregime do not feed little piece taqiyya bs",it,"-0.188",negatif,"Post 2bf3101d"
"QnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"islam corrupt beginning",en,"-0.5",negatif,"Post 8f324489"
"Q3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"positivity like ray sunshine even cloudy day",en,0,neutre,"Post 58852850"
"RHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"word always strike chord heart mind",en,0,neutre,"Post 293de8cf"
"RXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"authenticity honesty make truly special person",en,"0.357",positif,"Post 04c6c25a"
"RnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"support encouragement mean world thank",en,"-0.312",negatif,"Post 90cde983"
"R3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"friendship add much richness life I m grateful",en,"0.2",positif,"Post ae103c19"
"SHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"creativity know bounds pleasure witness",en,0,neutre,"Post 36843586"
"SXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"proliferation political polarization lead toxic unproductive political climate",it,0,neutre,"Post bc37ad86"
"SnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"exploitation crisis political gain undermine public faith leadership",en,0,neutre,"Post 3467d923"
"S3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"misuse government resource personal political purpose betrayal public trust",en,0,neutre,"Post 6d1700cb"
"THVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"erosion press freedom threaten role medium watchdog democracy",en,0,neutre,"Post 257ea6be"
"TXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack campaign finance reform perpetuate system money influence policy",en,0,neutre,"Post 1f4bc02b"
"TnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"political leader prioritize ideology pragmatic solution hinder progress",it,0,neutre,"Post 316d2b4e"
"T3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"politicization intelligence agency undermine effectiveness credibility",en,0,neutre,"Post b591b1d6"
"UHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"use identity politic divide conquer weaken social cohesion",en,"0.033",neutre,"Post 9a004db1"
"UXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"neglect cybersecurity measure leave nation vulnerable cyberattack",en,"-0.5",negatif,"Post 99759313"
"UnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"political leader stoke xenophobia discrimination perpetuate social division",it,"0.017",neutre,"Post 7952ea4d"
"U3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack accountability government official engage corruption undermine justice",en,0,neutre,"Post e1012b27"
"VHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"erosion norm civility political discourse foster hostility incivility",en,0,neutre,"Post 595c1354"
"VXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"abuse power politician threaten democratic principle check balance",en,0,neutre,"Post bb102450"
"VnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"disregard international agreement treaty damage global cooperation",it,0,neutre,"Post fb397410"
"V3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"misuse government resource personal political purpose betrayal public trust",en,0,neutre,"Post 4b329c1c"
"WHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"erosion press freedom threaten role medium watchdog democracy",en,0,neutre,"Post a220089d"
"WXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"toxic work environment company lead high employee turnover",en,"0.16",positif,"Post 566c8074"
"WnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"despite year dedication repeatedly pass promotion",en,0,neutre,"Post f6212936"
"W3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"choose profession require long hour constant stress affect health negatively",en,"-0.117",negatif,"Post 59041b0b"
"XHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack job security gig economy leave worker vulnerable",en,"-0.5",negatif,"Post 6a2d75ad"
"XXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"cutthroat competition industry make difficult maintain healthy worklife balance",en,0,neutre,"Post 37b16923"
"XnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"job market field oversaturate make hard find employment",no,"-0.292",negatif,"Post 65027048"
"X3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"absence benefit like healthcare retirement plan drawback freelance work",en,"-0.013",neutre,"Post b829f5b9"
"YHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"many find challenging find meaningful work stagnant economy",en,"0.5",positif,"Post b653b5dd"
"YXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand job frequently lead burnout mental health issue",en,0,neutre,"Post 71a76dbe"
"YnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"profession gender racial bias continue hinder career advancement",en,0,neutre,"Post dccae783"
"Y3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand workload unrealistic expectation management result chronic stress among employee",en,"-0.5",negatif,"Post d8aa3d97"
"ZHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"job insecurity lead lack job satisfaction constant fear layoff",en,0,neutre,"Post 1edd9779"
"ZXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"constant need upskill stay competitive job market add pressure professional",en,"0.05",neutre,"Post 84e9a18f"
"ZnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"corporate culture prioritize profit wellbee employee lead toxic atmosphere",en,0,neutre,"Post 050b1d3c"
"Z3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack worklife balance industry strain personal relationship lead burnout",en,0,neutre,"Post 763e3e14"
"aHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"prevalence unpaid internship exploit young professional seek experience",en,"0.133",positif,"Post e067ec29"
"aXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"sexy figure",ca,"0.5",positif,"Post 3155a8a4"
"anVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand job frequently lead burnout mental health issue",en,0,neutre,"Post 007aba25"
"a3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"profession gender racial bias continue hinder career advancement",en,0,neutre,"Post d9af42a0"
"bHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand workload unrealistic expectation management result chronic stress among employee",en,"-0.5",negatif,"Post 4c046976"
"bXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"job insecurity lead lack job satisfaction constant fear layoff",en,0,neutre,"Post 8dd8815f"
"bnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"creativity imagination know boundary",en,0,neutre,"Post 0ecf5e50"
"b3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"word power lift spirit brighten day",en,0,neutre,"Post 37e65114"
"cHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"support guide light life thank",en,"0.4",positif,"Post 34226910"
"cXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"friendship add immeasurable richness life",en,0,neutre,"Post fccbf447"
"cnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"kindness compassion touch life many",en,"0.5",positif,"Post 56b7a69f"
"c3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"ability see good other beautiful quality",en,"0.475",positif,"Post 57a3bbd1"
"dHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"positive energy like force nature truly inspire",en,"0.227",positif,"Post 3fe15f36"
"dXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"friendship gift cherish I m grateful every moment share",en,0,neutre,"Post ecdfe56b"
"dnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"presence world gift I m thankful know",en,0,neutre,"Post 9fe12d2c"
"d3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"feel free use comment express appreciation affection people brighten life facebook kind word make day little bright reinforce bond friendship love",en,"0.403",positif,"Post cba23171"
"eHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"god protect islam need protect murder apostate spread vile religion sword",en,0,neutre,"Post 4254ab7a"
"eXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"god protect islam need protect murder apostate spread vile religion sword",en,0,neutre,"Post 4da7aefa"
"enVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"thank show hidden face liberal muslim idiot",en,"-0.483",negatif,"Post faa8e4cf"
"e3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"president donald trump radical islamic terrorism",ca,0,neutre,"Post 4a71a037"
"fHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"terrorist represent islam misinterpret carry vicious attack",en,"-1",negatif,"Post b0a53591"
"fXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"hindutva fight radical islam christian evangelism ill support",en,"-0.25",negatif,"Post e267a880"
"fnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"ohhh humanity islamic terrorist bomb mumbai",en,0,neutre,"Post 4fd44c78"
"f3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"yes wear mask make become muslim idiot",en,"-0.8",negatif,"Post 7378e835"
"gHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"prophet murder apostate yes prophet rob caravans commit genocide yes",fr,0,neutre,"Post 3caf2ba5"
"gXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"yet even terrorist desist quran forbids aggression",fr,0,neutre,"Post 6bf83f96"
"gnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"six like prophet liar",sq,0,neutre,"Post 8eb598a9"
"g3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"god protect islam need protect murder apostate spread vile religion sword",en,0,neutre,"Post d72d6df7"
"hHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"god protect islam need protect murder apostate spread vile religion sword",en,0,neutre,"Post fe7fcec7"
"hXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"thank show hidden face liberal muslim idiot",en,"-0.483",negatif,"Post dc6dc41e"
"hnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"president donald trump radical islamic terrorism",ca,0,neutre,"Post a491f418"
"h3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"terrorist represent islam misinterpret carry vicious attack",en,"-1",negatif,"Post 06e7e481"
"iHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"hindutva fight radical islam christian evangelism ill support",en,"-0.25",negatif,"Post 9fd613c5"
"iXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"ohhh humanity islamic terrorist bomb mumbai",en,0,neutre,"Post 6b42ef11"
"inVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"he s christian nationalist plz support he s fight radical izlemic terrorism",en,0,neutre,"Post f5d8943c"
"i3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"isis people muslim terrorist destroy world ever read holy quran",en,"-0.2",negatif,"Post 13a59ea7"
"jHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"issue need simple rule get people understand quickly",fr,"0.167",positif,"Post 390c68ab"
"jXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"help muslim man avoid fitna muslim woman they ll encounter na",en,0,neutre,"Post 2082e34b"
"jnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"never u win politic islamic terrorism denounce",en,"-0.4",negatif,"Post 6b268ba9"
"j3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"do not disagree idiot indonesian muslim nonsense shit",af,"-0.5",negatif,"Post 4e61027b"
"kHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"thank call idiot do not hate muslim",en,"-0.2",negatif,"Post 3f8d5ded"
"kXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"dnaer sis basher agay",en,0,neutre,"Post 6dec085d"
"knVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"erosion diplomatic relation key ally damage global standing",it,0,neutre,"Post 19730a7b"
"k3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"political cronyism award government contract waste taxpayer dollar",en,"-0.1",neutre,"Post 7d7c408c"
"lHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"toxic work environment company lead high employee turnover",en,"0.16",positif,"Post 40e08903"
"lXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"despite year dedication repeatedly pass promotion",en,0,neutre,"Post 920f7e57"
"lnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"choose profession require long hour constant stress affect health negatively",en,"-0.117",negatif,"Post 68ef2a08"
"l3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack job security gig economy leave worker vulnerable",en,"-0.5",negatif,"Post 46687833"
"mHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"cutthroat competition industry make difficult maintain healthy worklife balance",en,0,neutre,"Post c60aeb2d"
"mXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"job market field oversaturate make hard find employment",da,"-0.292",negatif,"Post 088fd09e"
"mnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"absence benefit like healthcare retirement plan drawback freelance work",en,"-0.013",neutre,"Post 29a700b7"
"m3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"many find challenging find meaningful work stagnant economy",en,"0.5",positif,"Post 2d59f2b9"
"nHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand job frequently lead burnout mental health issue",en,0,neutre,"Post 5b6b0219"
"nXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"profession gender racial bias continue hinder career advancement",en,0,neutre,"Post b66f336f"
"nnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"demand workload unrealistic expectation management result chronic stress among employee",en,"-0.5",negatif,"Post cabdccd1"
"n3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"job insecurity lead lack job satisfaction constant fear layoff",en,0,neutre,"Post db38c6b4"
"oHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"constant need upskill stay competitive job market add pressure professional",en,"0.05",neutre,"Post eb7e6530"
"oXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"corporate culture prioritize profit wellbee employee lead toxic atmosphere",en,0,neutre,"Post f4dd8959"
"onVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"lack worklife balance industry strain personal relationship lead burnout",en,0,neutre,"Post f9cd2593"
"o3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"prevalence unpaid internship exploit young professional seek experience",en,"0.133",positif,"Post 5cd5f5f2"
"pHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"discrimination harassment workplace create hostile environment marginalize employee",en,0,neutre,"Post f9866499"
"pXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"excessive bureaucracy red tape organization hinder efficiency innovation",en,"-0.125",negatif,"Post 23fddb88"
"pnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"overreliance contract gig worker result limited job security benefit",en,"-0.071",neutre,"Post 17b9a15a"
"p3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"tiktok like burst sunshine feed",no,0,neutre,"Post 442baa03"
"qHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"love positive energy bring tiktok keep",no,"0.364",positif,"Post 3070c597"
"qXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"video proof small moment incredibly special",en,"0.054",neutre,"Post 14d22d87"
"qnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"special talent connect audience feel like friend",fr,"0.357",positif,"Post 447adbab"
"q3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"thank sharing passion joy we truly inspire",en,"0.8",positif,"Post 0443a471"
"rHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"tiktok never fail put smile face",no,"0.275",positif,"Post c19fb357"
"rXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"enthusiasm refreshing make tiktok well place",en,"0.5",positif,"Post 3b235d43"
"rnVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"way make even mundane task look fun",no,"0.067",neutre,"Post 6597270c"
"r3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"positivity bright light sometimes chaotic online world",en,"0.55",positif,"Post dc596e9f"
"sHVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"you re role model spread kindness happiness tiktok",no,"0.7",positif,"Post 32f9f980"
"sXVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"content like daily dose motivation positivity",en,0,neutre,"Post 762dd438"
"snVLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"video delightful escape daily grind",it,"0.5",positif,"Post 92d1e6cc"
"s3VLy5cBhDi2_Tqn6FMC","harcelement_posts",1,anonyme,"j patre khay se patroi futo kore soytan",sq,0,neutre,"Post e0872357"
"tHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"ten outside soon doctor shake everyone treatment seat radio land",en,0,neutre,"Post 5f9f8c6f"
"tXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"life come standstill point",it,0,neutre,"Post 7cbf0fa0"
"tnVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"I m reparation anyone want race",en,0,neutre,"Post 859437f2"
"t3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"girl nigga make sick stomach",sv,"-0.714",negatif,"Post 818357eb"
"uHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"wan na fuck",sw,"-0.3",negatif,"Post 3f30fbe4"
"uXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"oh hey ashamed disgusting self",en,"-1",negatif,"Post 463bc898"
"unVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"haha be not route run part position people dumb fuck edelman look like say",en,"-0.192",negatif,"Post ee51ceaf"
"u3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"racism u select yur white clothe wash first black colored one",en,"0.028",neutre,"Post f42be56f"
"vHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"islamist fully follow teaching muhamme find quran hadith",en,0,neutre,"Post 4d4fd2b2"
"vXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"male action moviesehhhh thatdamnram sexist female action moviesehhhh",en,"0.05",neutre,"Post 592c78b6"
"vnVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"wish arena partner",en,0,neutre,"Post 5764e1b7"
"v3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"hope round humble girl can not cook",en,"-0.2",negatif,"Post 208edfc5"
"wHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"hahahahaha islam evil",so,"-0.4",negatif,"Post 0d80fb9c"
"wXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"thank everyone come walk us san benito bully dog group",en,0,neutre,"Post 990095b4"
"wnVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"deal harassment",pt,0,neutre,"Post c878ee3d"
"w3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"nigger you re dumb nigger fuck riot want war",af,"-0.388",negatif,"Post 1a481ce8"
"xHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"hate job",hu,"-0.8",negatif,"Post fa6d57b2"
"xXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"get fuck real dude",da,"-0.1",neutre,"Post 20538b7b"
"xnVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"heh fuck em",de,"-0.4",negatif,"Post 97f399cd"
"x3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"know people like do not listen old school",en,"0.1",neutre,"Post f8ed7c04"
"yHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"really miss classmate n schoolmate see soon people",en,"0.2",positif,"Post 24c0dd47"
"yXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"let talk mean victim",en,"-0.194",negatif,"Post 0ed5b0ee"
"ynVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"one ever helpme like bully",no,0,neutre,"Post 22274bb7"
"y3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"friend get call nigger mexican chick",en,0,neutre,"Post 470952af"
"zHVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"idiot I m talk halal product muslim say halal product mean muslim",en,"-0.556",negatif,"Post 2878826f"
"zXVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"saidthe basic criterion muslim chootiya become katua make perfect idiot follower allah",en,"0.067",neutre,"Post c753b870"
"znVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"israel us enemy",nl,0,neutre,"Post d30f69c2"
"z3VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"bangladesh loose country",en,"-0.077",neutre,"Post b8aeaf28"
"0HVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"bangladesh allout run",en,0,neutre,"Post 0ba18923"
"0XVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"love sunny leone sweet children",en,"0.425",positif,"Post 8ad9e81a"
"0nVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"big friend bangladesh",da,0,neutre,"Post 18aee129"
"03VLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"tired babei fly like cloud ur mind",da,"0.2",positif,"Post 2042c0b2"
"1HVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"hahaha well take care",so,"0.2",positif,"Post 8cedf26e"
"1XVLy5cBhDi2_Tqn6FMD","harcelement_posts",1,anonyme,"yay yaya dance floor like way confident body",so,"0.5",positif,"Post 3660380a"
